transaction_amount_usd,account_balance,transaction_count_recv,unique_incoming_address
69276284.18418409,227034.082918571,6210,5516
66055726.0228367,1383915.6167831386,6817,6029
69514201.78210041,1399197.3477027717,6489,5759
57221515.568672545,257534.18875353155,6263,5532
52732169.40782075,266747.1358794665,6457,5758
68002307.98190661,1426365.1293125232,7229,6422
40581419.843591236,260577.09315230564,7500,6720
73791639.82644062,1447319.5307672143,9052,8043
51737037.016029306,1462833.340089334,7118,6423
35340373.55851369,234292.14367896412,4957,4493
30386528.744585328,224811.38249105663,5688,5166
37068096.50765984,1386244.4015995394,2161,2044
51038906.44414187,1457420.1637649399,9564,8570
36703151.42281777,1474347.9298622473,5388,4855
41669891.9154788,1462201.863867507,5536,4972
27467597.302357808,1450263.9471129212,5018,4471
28936061.46070797,246539.8047057106,4825,4206
29144698.63527701,1451588.6872434514,4738,4146
33208481.32552874,1466663.9156333525,4779,4242
17891303.968957707,1458584.4473227737,4966,4409
35422222.00065894,257539.67507716126,4956,4433
54011155.56896144,1494373.8436782986,5024,4536
28851232.87615882,233884.71122976148,5166,4622
15674286.33788288,1467870.4373547067,5014,4474
26414618.839904834,246346.20307033538,5803,5106
45803208.72570735,292946.5523302762,7934,7025
38046358.642211884,1540864.1562019065,5341,4821
28819137.718859177,248745.7030339044,5464,4938
39635440.4022384,1530193.1113299185,7366,6741
26378880.936983995,240415.41602605287,5529,4946
21363430.22337988,239260.4676331903,4422,3956
14318170.021280853,241052.78854223993,4387,3869
15861538.689967275,1516562.62003654,4802,4289
25214310.812129527,1523678.1318831048,5958,5281
37496547.89837645,1530853.783642112,5650,4997
17708840.798430305,249335.74946146976,4886,4359
59298737.74744643,1507160.3792492594,6206,5432
23051904.069071475,222975.25891443345,4701,4151
42092262.07916266,1472349.3047831685,4278,3773
38097893.07334402,218346.7262577078,5094,4526
29971398.61350377,193844.29923268166,4877,4289
32265925.533575054,206722.86574086995,4686,4099
28680294.528354693,225069.20481690025,4266,3705
21864270.932311956,1491276.7339269435,4622,4105
22968853.788613047,1492592.5965327697,4041,3544
42814125.53945188,1520150.1565964234,4901,4148
104302454.23398872,1583080.2817123828,9331,8412
93137175.85940968,1508270.0479946486,6541,5700
62581492.05026929,127782.87855074354,5541,4802
38442728.31223045,118766.97280575937,5245,4584
39615984.3562525,1464450.6471161165,5178,4568
45808546.12262387,136989.2737055161,4467,3998
73536970.71349114,1098308.4654891624,5670,4858
311742058.1090244,2194006.184176979,5083,4557
37668151.89074255,159662.28823816378,5501,5026
93566485.41019627,2322036.113432106,9461,8465
53166013.68536765,2322644.897727019,5611,5004
62806107.53505472,155968.1311307303,5442,4866
44088166.35281592,121107.71139519436,4468,4027
27846236.695727773,93054.97151505329,4110,3683
48691757.36268614,2279688.6806995748,5076,4578
54570475.42368385,2275951.2994659166,6128,5412
40880724.87781665,122901.46187369886,5234,4568
42106190.246819496,2279658.624572362,6078,5379
36932650.93899732,2268573.2414003424,5453,4876
38177124.27865338,116042.12920599917,5718,5100
27053424.80462305,2256013.7373372903,4902,4361
44729164.442487374,80239.72569720079,5564,4924
48433570.44781989,2297004.9551435187,7368,6960
39201429.23360862,2307386.0465355827,5141,4632
31434323.818775102,147939.12313935987,4847,4261
40254894.31731808,140430.07448585847,5795,4949
49379688.54691133,129312.84927205433,5650,4693
24447189.123755187,116526.61776869168,4473,3846
40228740.42782392,2280833.133381446,5875,5114
42955725.51590722,2264799.1027978626,7294,6399
51464939.165830724,2263558.877815074,5043,4328
51410266.95475418,99614.28099456467,6034,5363
42806937.612003684,133433.73989813446,5994,5315
24831342.4242204,2297607.90971351,4432,3817
35664342.19365108,138241.40037698465,4668,4118
51033845.68538742,103954.31802769,5286,4550
54172016.79949993,154504.95322503604,5446,4733
49491235.07227866,2334359.3404291812,6350,5427
35331938.54050341,2334450.0338427783,5599,4795
48788166.75556574,2311322.7765699197,5529,4705
41678860.59684615,157932.1323499355,5049,4315
36994664.80690418,171439.8578243024,5280,4593
53858478.10343888,180847.2564697728,6375,5508
115997990.31514776,2347622.073096325,9054,7535
121883837.12829621,123084.21528188686,10042,8549
77249020.74248762,2376082.919914259,9488,8629
73972242.85169491,2410391.4592676894,6470,5613
46113792.5901808,170033.02553985742,5142,4429
44963714.95103796,2424397.531264146,5287,4534
92225667.48677751,194441.54002409245,7140,5953
85290731.67479774,2424750.4343505646,5127,4398
72378241.4480832,122004.18912637915,5652,4831
78822446.49226087,2443408.852102912,7036,6145
54490213.778082944,135365.17449735437,4762,4100
30528039.747123353,132033.26489347193,4089,3434
37912344.88562787,157157.68854612592,4131,3536
55857784.25519326,2468020.080324925,4672,4031
39472531.77276389,2471963.7842999925,4381,3845
42689625.53750951,155365.87859606126,4320,3787
52534367.043647625,169439.6404475618,5191,4465
71836542.26720372,2505543.1399924434,5716,4969
50577029.022629485,2482199.7003663476,4925,4298
50362711.90295028,113037.0421998243,4433,3853
43951462.09903572,2436671.058012336,3801,3328
57182535.99426156,2459995.7459299513,6068,5383
79141140.15736747,2468267.6505341507,7789,7027
52483129.55668871,106099.86937223864,5241,4632
71702182.79906437,2485676.9641000316,5065,4484
33004471.887982998,2499012.796203323,4122,3622
42002217.2639223,174276.3275560188,3490,3050
57279572.9090607,68532.95744413481,958,893
65866334.01513631,2491984.693749156,7059,6129
41549144.50909735,2531400.8824173827,4526,3905
41571010.39836935,162603.68403766863,4216,3637
68181856.59121163,2543667.65160875,5377,4686
47136387.6923103,127338.61264220765,4307,3753
23505425.04132503,112691.08028698196,3487,3094
67679631.83578317,113471.14055731973,4677,3868
62608401.462979056,155110.30198858268,4434,3659
12035053.436887676,184172.28584062675,3736,3651
1638988.044973362,209572.2972229411,1026,946
1067803.1306221762,199948.49544334516,1048,967
1358593.7429331027,206994.6021565401,1025,958
849042.3260933654,211476.80985246596,867,814
591456.4408129269,2663892.699492473,1018,955
669399.3194105537,233353.08521898562,1065,980
162198893.23742443,2663889.109682569,7874,7307
421814715.922309,2051745.8919166976,10013,8598
191031477.8322873,2121741.9131029295,9880,8702
80554077.18815185,61447.689551566174,4965,4357
89268402.37972493,45282.2476330302,5741,5022
117173592.76293075,2140623.291274764,5805,5088
114572446.81047116,2197312.0921367877,7743,6622
112128211.21909086,2208244.2907732846,5392,4811
118936066.53049183,83789.95806731447,5418,4761
63627210.57470159,2226527.555476736,5421,4818
52376954.930551164,70734.3293714378,4596,4039
103284406.8426324,2255284.625271117,5250,4525
98631728.06637698,80767.1815701776,6607,5679
85158035.54902638,50722.64999704553,6371,5548
318023849.40198046,1625129.1318020462,5764,4973
143699443.96391946,77480.5559461394,7421,6288
138442192.05745053,1622133.9494153622,5791,5046
97019257.63543195,73745.14217392541,4839,4256
47216293.9799198,1646303.7134865334,4936,4326
86953370.99155198,76840.7147169457,4251,3695
179446924.26020843,1663798.7614852155,5330,4520
98973639.0605466,63073.39043781965,4810,4139
70415945.57345454,1672894.609284046,4091,3542
76228545.56083526,69013.20895417967,4542,3989
40913754.826989174,62018.68088130766,3398,2975
41961503.79328592,1659861.6674175235,3378,2831
70497677.99578704,1660097.0878414977,4467,3837
73560569.30545445,71516.68138062846,3585,3136
90277275.14993097,76918.39384186087,4501,3830
181569920.6624167,1820173.7628819384,12605,11752
93913611.16766237,1821154.838827851,5602,4739
81568384.14824821,47955.65560735646,3729,3189
126444867.05037357,1839255.622307061,4298,3603
84617696.9241744,1828493.150287704,4720,3982
118875716.64472976,1844319.498921909,3327,2734
115104071.88171637,44431.13031037251,2731,2363
100809993.9385193,51931.552122757574,3958,3347
95089403.30909906,1827053.594909416,4026,3284
183529984.37762454,1862332.857077211,10273,8768
88970683.01701759,46955.913354303186,4963,4173
133847726.72545902,1914560.8539165943,4615,3979
106641795.22443035,1903424.878224699,6217,5311
203922370.73396128,1928330.393252599,8749,7354
178827543.64134184,1953364.4501671107,7699,6399
123995250.51062988,1959963.8987496276,6679,5782
126472352.02409185,1955643.7219397235,5651,4775
94101452.49811892,37776.11481664536,4722,4052
126158895.38893124,1940811.7500709107,5417,4586
136831953.34805116,1993130.3499482474,5290,4511
100668214.1293401,78917.3794132778,5093,4382
89871257.98274918,2011815.3853270619,4343,3729
66073679.06602664,60319.294996029435,4404,3777
59367803.81377731,53232.38972083587,3756,3148
62165476.93907428,53924.59625849791,3658,3061
76952838.89495933,62219.98205471981,4774,4087
1391185710.5373673,2312991.2621910973,4547,3882
147929631.88566792,349482.2775307901,4139,3531
94322828.42452884,2276157.1452589654,5229,4533
97797496.34889881,2235492.558305472,3081,2703
37784669.074706085,301079.4776275541,2621,2189
113806612.15975915,2077804.4450824808,4419,3709
117871156.27772547,2318789.313638042,5632,4816
93509098.06710875,276703.1317526961,5070,4318
94168786.32509384,2289944.9546260554,4145,3506
130545447.41544594,2273610.656564199,5708,4854
64000968.36489594,184804.45579874297,2982,2568
64718124.57184724,2236014.337483537,2894,2487
31062069.88862029,160499.39757014398,2874,2508
44362396.321253106,2231825.4924612576,3590,3079
41756036.12632692,175645.64523757546,4117,3508
53324304.324910134,159871.05456740354,3266,2788
43939068.28324455,2200443.031911781,3017,2480
306566507.02648115,2241628.425797771,3262,2804
33327226.64509235,568238.872368802,2940,2509
17562665.120918643,567210.6937170076,2682,2297
41503477.77729564,2210217.365919699,2789,2307
51060203.35921294,570979.683928798,2979,2541
39638443.27852009,2223144.5681849793,3254,2756
41794289.54209243,558695.4814778512,3303,2820
84060289.65028627,2183063.0420357026,3426,2896
38225283.14560147,528702.949841526,3087,2587
32061743.550960153,496306.2990448621,2470,2109
57681708.28952046,2158785.0838127467,4214,3521
68390385.8303942,2143869.622501042,3332,2799
71763142.38076247,483251.2215090914,4084,3468
154728420.38764647,2308961.707461746,15132,14472
67790310.88173874,523399.19879890553,4069,3464
40654721.761151314,2316551.6499394374,2880,2433
32309755.55071557,2319087.9015907566,2359,2035
33826337.45143725,2304751.9334437395,2953,2482
45783849.88854792,2289155.2111733262,2947,2480
71670802.94309486,2303245.4749759412,3500,2949
52649392.98216387,2312373.2211350705,3407,2938
41281764.06242012,2294552.136820196,3324,2829
22878693.310694944,2279888.856880245,2038,1731
28062049.264656942,486922.0907341925,2093,1742
32892755.22470384,512615.2873386624,3115,2628
34796607.28293377,2287841.2941094115,2973,2578
41916591.2612392,2296900.5217875666,3359,2863
39915744.55408433,517407.39696840756,3417,2802
17178103.81711543,564793.8080023461,2599,2258
21955685.578624446,2354874.7735668253,2723,2327
19009292.649738405,2345268.702524511,2619,2254
30342399.450816736,2323648.8266727026,2600,2242
42836085.90104677,2314532.816456282,1883,1690
29956287.70081348,2313044.4904903066,2452,2126
44672432.33146249,2293816.901573468,2826,2467
44483123.63619613,2314134.2072205255,3046,2629
179391681.91873908,2333653.3148179483,2645,2279
20309175.88716341,127794.0529535346,2516,2175
46410916.24509742,118795.66880737427,3560,3140
40148833.260885864,117783.17846973978,3620,3154
39444540.113659225,127721.71633749615,3235,2833
40183982.183095686,2305102.9085889384,3087,2647
50163824.49797203,61931.66306760335,3329,2883
146482784.66465485,2233238.2232799036,2916,2459
43916893.06347045,240451.7304161332,2710,2157
45767770.61637854,229022.83172668773,2544,2097
42193994.58391889,2205734.587855641,2464,2038
77831166.2861021,2171129.7018848066,2640,2224
41352776.195130095,2166125.0926929247,2932,2420
50972227.0400416,2128645.15709635,2109,1786
29093525.93238712,109220.81860804818,1579,1283
44505330.279858574,2106555.134555165,1897,1533
222720974.39992458,2119878.46066444,2511,2081
132428539.21719912,2142662.036366784,3493,2851
255775979.91590703,2264861.078784606,7691,7109
79989081.43486987,2265146.80870159,3108,2399
78153384.49171199,457996.57035706413,2109,1681
26292153.39495586,2220470.4732159297,393,252
31615595.030376617,418365.16049217543,650,393
41029220.48884752,2165462.252337721,860,487
194004597.66054177,2297552.6101488126,4812,4039
62733647.823467575,2263767.0191570465,3882,3354
89833521.48081912,2293929.433228413,7371,7058
55403212.60015313,2244212.549648889,2641,2145
33441571.02574012,2237457.5958973574,2153,1703
34043185.53110167,2228866.3810027847,2191,1833
41680251.76335913,2233303.267352234,2987,2509
47667672.40692497,2238923.210750844,2917,2170
41869897.4035486,276803.3007726095,2442,2018
36126311.72310077,2261841.548844911,2422,2049
22953652.913135633,2271423.907557587,2383,1968
21875996.28315102,2267531.3285153625,2220,1863
25607402.14682036,2255360.7577054324,2196,1838
42966608.3934223,2264324.0003075837,2721,2201
50076561.54186636,281120.6499503742,2547,2113
52468742.855948865,2290968.2954948205,2923,2368
54811895.952645026,2277268.884862322,2723,2223
54149721.39888293,2265471.14696197,2919,2398
26811791.41616761,2269562.6219833875,2495,2006
21410064.28686878,292486.70055993425,2287,1943
29625912.98583848,2183498.495986173,2705,2263
35934721.81612457,303493.2717859794,2905,2457
44928836.66753293,293431.7620537409,2703,2273
41661586.30311729,2267917.6691320846,2626,2206
37687984.507214084,2261397.704965309,2654,2220
20554485.095598068,2267504.6710135876,2296,1987
43238817.568893135,265682.0681258367,2237,1914
38057793.40484457,237612.04276737885,2565,2209
33167368.39907647,2227726.076175409,2524,2085
67927125.93798731,2245182.4272394315,3091,2556
58859032.42966371,2233797.3756105015,2474,2055
58474751.900971174,2256441.8186149667,3282,2709
74718388.1861692,275943.8610702427,3410,2783
45070072.52168632,286730.7779360142,3068,2496
56306768.02950229,2273112.818535262,3224,2679
46966573.660344355,2260277.5210471656,2941,2371
49936322.74052011,287742.6326552215,2985,2483
33984697.06694699,2281590.864742049,2872,2409
33560297.07329294,285003.9773695415,2651,2244
22443118.36057836,2289612.2329200325,2227,1856
55165570.74378282,2306501.530474871,1984,1663
52539228.33214134,184541.31154845402,2594,2159
60875800.5975165,2295130.0422640326,6030,5396
45176181.70021615,2291937.4561765343,3432,2875
23672907.46220554,225921.11801241158,2398,2108
45282973.181744196,202225.31125785236,2960,2495
16862510.384180408,2292462.985894491,2334,2012
20220923.498689875,232486.13400699894,2473,2103
25823312.00345003,2304073.6312215067,2625,2173
102853812.5935089,2452047.077291261,10628,10190
73705625.12389529,2521292.440729616,5507,5131
27844669.06330215,249476.57098412846,2820,2401
42331796.41344631,2521701.1131322663,2974,2544
21491663.13145074,229904.4885831426,2040,1810
13493044.015826661,2508067.784556168,2182,1874
31867086.3999771,2499148.9660034017,2624,2187
36202727.911811,2503028.181728814,2697,2235
25774093.999604117,238466.1631317729,2801,2124
61488923.58946712,240112.95826434583,3386,2704
76095572.61437333,2527994.540506241,4066,3453
35760685.39115181,2524455.400556532,2794,2406
23627346.719209995,147868.2795033197,2461,2129
64855952.76315247,235403.50234693984,3939,3312
24608311.98234919,240729.72894788597,2852,2429
56682126.40125912,2514659.128034435,3161,2629
28954841.984780222,201874.9141845701,2515,2106
31143563.611148126,254579.62024526016,3443,3029
33776832.88586361,2519287.3690425195,2285,1933
33404498.37613705,233658.7417592388,2426,2057
18032668.806632966,226853.6428853662,2501,2119
27581780.66856543,2509835.919362347,2451,2118
43179798.097059794,203544.6245620521,2663,2225
27258873.212442763,195772.4261143309,2725,2331
38656462.56756595,2458389.477253864,2596,2243
20630659.039629728,2344451.849585729,2228,1891
16014467.494097156,164527.3598167398,2148,1814
27080819.00949956,190212.8299047475,2609,2207
27014134.907799184,180888.41860143578,3124,2639
21759828.374044407,2464752.240531255,2332,1996
22345104.82888664,179374.04169604884,2274,1951
27680447.108317126,168039.81339900292,2442,2051
15784464.4663437,162092.45898777043,2147,1820
14441491.31506838,166810.02204000266,2112,1808
34466214.574910276,169195.85537792498,2711,2264
37365868.7007823,142889.22234439588,3170,2676
141161590.4578916,2404504.916951928,3516,3014
48648340.360011876,331663.93178650714,2526,2192
20664327.178452685,137507.53126568635,2455,2105
12143653.942197382,359877.9031768584,2241,1806
16811219.21791894,2232313.291178906,1895,1627
41797851.7803341,2465712.3569717435,2581,2125
27172346.024821784,2467007.028223168,2155,1824
27756199.35560654,2501391.781835356,2115,1809
26161352.782970257,2508865.582175977,2240,1917
27748555.238765843,444717.0265445969,2297,2000
13249465.79062745,443868.8811996998,2031,1740
47732998.21519814,2451228.848164885,2190,1789
31759165.356538553,2440091.5372785414,2546,2125
25180419.72799285,383958.17366210715,2254,1955
20324313.874699403,358560.1469692461,1822,1610
22353940.272239443,2436008.095755659,2078,1794
31336771.040399358,377060.4216574949,2758,2332
24755080.309284966,158004.46665018942,2212,1795
24264507.448873542,341580.2991228556,2194,1888
57142789.701354,480063.1588350577,2964,2517
38915236.35993771,2576435.424380849,3077,2615
75129952.30078106,2578441.0476594865,3161,2638
46421235.28432345,386710.38657879154,2736,2261
36959793.990119115,385129.90590844705,2800,2274
30964423.994126018,361786.2559472749,2640,2188
24568712.317998156,2554198.2061630776,2260,1915
33309316.304465003,2568924.038239018,2533,2146
93341971.90304902,2590120.498352888,4357,3435
88651241.18599594,2536363.942641535,3818,3170
41592879.772423804,2514396.3114533904,2815,2377
58715389.5591276,2530935.7335542226,3561,2985
53714766.04969429,373952.08407740697,3145,2566
42082644.66477098,2600599.8229086916,2506,2123
32763665.480917796,2587921.7814340354,2512,2166
29366754.21650259,395384.3803647453,2788,2367
32648974.07070696,396266.4503466854,2546,2180
42719159.62052065,396246.0376942838,2681,2256
33762674.69416471,406193.38220883877,2627,2213
9126290.333289225,409060.0193742005,2012,1723
26414680.2253025,399809.06419138855,2188,1820
42690894.50239358,2572048.111785345,2734,2249
33106880.065133266,396210.3336680066,3070,2560
50498120.75282498,388596.6128600394,3305,2753
51577803.718465745,432624.77302206017,3496,2927
35512186.44912011,437632.3208079342,3214,2736
39424778.7275367,2659208.7670458313,2829,2414
50034865.36563972,464640.2595158897,3554,2980
50924434.304385066,2661734.5378286047,3237,2783
56650278.02297785,2607957.6228304906,3624,3091
74494594.35045032,441014.08528498554,4107,3326
102893150.85776953,2620063.9513844014,4611,3870
100768831.93981504,2609169.444978701,4373,3686
75702546.22614281,400626.0432006662,3855,3169
64806524.58082864,408440.0151360985,3954,3357
68855103.46697116,424766.5948232028,4234,3550
93276623.60570371,268768.5267451253,4440,3623
172867978.13611954,2617786.5487782266,6355,5214
134676403.85817963,2656578.3743768907,5505,4525
120240154.62516713,2658194.0137841185,4630,3816
188619743.8394832,2713409.607820663,4586,3841
104656217.75947383,2692740.747753522,4381,3587
148043631.3497504,2692230.4043636415,4628,3709
141103037.64234704,2725898.19301252,4740,3721
87586906.82875276,397337.9383861615,3629,3026
131445782.63755168,350811.87238112866,3643,3104
69689291.57715438,336881.2025819639,3542,3007
44467576.98404112,333338.8125977181,2759,2361
64588276.223389566,364269.70101516583,3096,2532
108841519.51986168,2669428.167526154,3484,2870
93827946.82018739,305952.0709098019,3742,3186
129898190.08831309,2646364.585793058,5083,4111
98975282.38511023,330125.809152365,3645,3054
87115613.12433669,195208.90166341705,3555,2924
49870137.63344209,356978.54577841656,2880,2405
156284793.3183877,230385.68377765236,2978,2454
80950286.28721908,266551.43962606485,3504,2839
78458269.19477096,264514.5306671273,2941,2481
60583258.406071775,2593117.5851536617,3141,2727
75798680.83553404,2599451.085337021,3318,2816
91139992.78927888,323710.1188051581,3685,2964
73656230.90901414,317299.0583980101,3549,2900
98633724.2225963,2592010.3175917044,3423,2874
165351433.58235982,313909.49848950317,5179,4285
122444957.39327732,2626360.280244372,3864,3269
111293595.41451856,2630396.0231723706,3655,3062
152549668.405883,2618352.1740798405,8081,6434
249028995.8806565,2663507.6268371157,9375,7536
77623354.56938073,2677485.621615626,4465,3661
115167450.42803757,2633902.4132908825,3874,3116
138145599.40946648,2597207.324582206,5886,4706
56882416.44717759,2629949.8101951745,4267,3525
68272475.96324013,2592970.9584230133,3851,3148
103357259.07371342,275240.91412223096,5556,4498
114995183.4119296,2608050.591229682,5117,4086
53296021.47051429,2585268.0133039197,3292,2699
57457033.158713825,210005.24863046012,3016,2480
88096867.9000152,267692.50469602767,6555,5991
294242577.8561367,2759284.193704328,7802,7100
102024330.40049729,2467831.625296925,3098,2520
55653781.26825058,2504497.7216344764,3509,2904
42567449.04107658,2733193.200157681,3305,2786
67049415.174856946,159773.37054506302,3345,2736
32415280.236439172,400941.0986893558,2701,2291
55939637.60308014,2725473.0293297577,3537,2874
42116916.95178294,2726579.913343479,3244,2714
49485095.70060685,426123.6140135329,3236,2680
71183325.85076651,2537610.6355031296,4281,3322
40635876.76587359,2745240.1322940844,3549,2919
21671534.64002594,428090.0376416165,2928,2395
19281928.76552351,429570.31701186567,2746,2299
74999586.84927467,388080.1051086749,4981,3918
84936573.45468353,2730564.6542427046,4618,3643
39641892.17453666,425762.59054701036,3432,2778
26537966.93725771,426611.4286249371,3323,2779
52584761.776407324,355825.4490794834,3809,3100
24766043.50764388,2677096.7404824253,2602,2174
34383273.1161488,385232.59368480986,2585,2137
43333580.8344613,2700318.3561692466,3478,2871
24110834.51533191,2735266.511027887,2751,2203
34078721.32025092,2668488.101407451,3221,2584
74567693.27525823,385493.4908977986,4672,3395
30527013.14088451,2700536.04395932,3397,2749
51674028.45475728,2696894.6441833293,3895,3005
33089433.04742297,2686760.450678792,3217,2619
57438873.26780408,2674359.4557445026,3815,3103
63839518.72146342,527102.7825576675,10829,10190
119185861.81585538,2905827.2119948193,2216,1539
61712933.01695036,400393.06834144285,2646,1892
55138235.25280832,2908795.425504025,2009,1432
34259296.870403565,384275.95359749574,1402,1052
36863050.412529275,411184.6821633758,1439,1048
57888179.532663494,2906427.367225651,1765,1297
41908631.388936184,2913818.183281676,1673,1179
91682208.74122186,2948581.439895679,3199,2332
89603346.40298879,2901913.304664561,2988,2229
49932318.006713696,2883901.9041436957,1764,1331
36812681.616272956,341209.8234059773,1418,1075
43989724.015118964,330285.1456212166,1560,1199
52922495.94358413,2829185.599262554,1884,1436
88974504.1393787,2838002.9013992627,1767,1359
85465602.39818531,185753.43317093235,2046,1505
118860303.54985912,2930494.2007891904,2748,1994
104349079.53225091,2943176.127226077,2453,1761
71359200.89506799,461977.8006849801,1847,1338
140875177.20541152,2859504.648495662,2239,1707
89008714.88157956,333199.6318227493,2134,1591
75857117.94311994,349815.6461431961,1950,1484
103288171.59877993,2838821.4438826246,2009,1500
115558754.4399508,2827102.0227457555,2238,1669
63288298.76425435,327583.32973021996,1694,1273
46011485.54194791,344165.3953866347,1579,1156
67764536.51627919,322839.5517223909,1817,1332
92718781.6782737,2859327.7307188064,2319,1663
83946547.9314046,336646.3737200813,1710,1326
76011254.68608774,2832425.82069011,1871,1431
116464608.99487245,2821431.925777249,2054,1576
76969182.73793817,2817997.0415622797,1927,1523
48839289.534186274,2805048.0712033524,1594,1222
53567525.34928457,288550.45198735135,1765,1326
61666334.487789735,2785485.034225166,2166,1689
95142777.86252457,264064.86914814386,2042,1609
58270607.35655236,2773181.9190336885,2248,1678
84993517.20327398,2758532.22449061,2702,1878
90095365.5045536,273405.8486798207,2581,1743
108002492.94409798,2846346.759335828,3633,2560
130147311.27801204,270288.9769779256,2361,1790
92845666.86730461,2784383.830767801,2471,1804
157949173.05337074,2766243.352437702,3052,2331
75515856.24241328,243815.29951867723,1867,1472
103422779.91872028,2798938.0802579704,2269,1768
211749143.005544,2981536.4147043894,7599,7111
47546399.50271359,264184.40302962874,1704,1317
73735827.60953613,251373.33014030024,1792,1345
63191064.91284308,2953425.8984515686,1951,1456
122799996.78794669,2904973.9828198347,2455,2005
91276441.43081076,220280.01807122686,2090,1631
102766621.4536139,2937163.463860317,2665,1963
76693914.82007174,2927524.54618112,1998,1522
39905998.25907095,218783.81964871456,1342,1050
51147383.24673086,214734.90504469138,1845,1512
148569953.97382358,204367.75559453777,2475,1890
73787954.83212504,199931.1365878928,2174,1679
55775243.860955596,209778.02612603747,1879,1468
88673853.44487908,2875002.39026311,2072,1643
82813121.82155983,2834475.0061700954,2014,1569
41391605.88628635,119992.82828681101,1768,1330
40365451.60813995,116118.02585077187,1582,1309
221462044.83441964,2831913.7539455723,4363,3363
71770889.37370439,2825480.8241793765,2302,1683
120364391.31979443,310019.9407501546,2847,2191
102591007.38978854,313074.5957871081,2077,1581
58603355.72658128,329219.9933439517,1960,1442
99642336.93773896,306158.2674948505,1793,1357
58773590.23503918,2802268.3530291687,1508,1138
70212868.33150667,303120.48795547016,1832,1371
